Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond uS/cm,Depth m,nLF Cond uS/cm,Pressure psi a,Sal psu,SpCond uS/cm,TDS mg/L,Temp C,Vertical Position m,Battery V,Cable Pwr V
4/1/2021,13:30:30,0,Default,27.3,-0.111,33.2,-0.157,0.01,32.7,21,16.321,-0.111,3.08,1.5
4/1/2021,13:31:00,0,Default,26.8,-0.11,32.5,-0.156,0.01,32.1,21,16.39,-0.109,3.07,1.5
4/1/2021,13:31:30,0,Default,26.4,-0.11,31.9,-0.156,0.01,31.5,20,16.452,-0.111,3.07,1.5
4/1/2021,13:32:00,0,Default,26.1,-0.111,31.5,-0.158,0.01,31.1,20,16.508,-0.112,3.07,1.5
4/1/2021,13:32:30,0,Default,25.8,-0.112,31.2,-0.159,0.01,30.8,20,16.559,-0.113,3.07,1.5
4/1/2021,13:33:00,0,Default,25.6,-0.112,30.9,-0.159,0.01,30.5,20,16.606,-0.111,3.07,1.5
4/1/2021,13:33:30,0,Default,25.3,-0.112,30.5,-0.16,0.01,30.1,20,16.651,-0.112,3.07,1.5
4/1/2021,13:34:00,0,Default,25.4,-0.113,30.6,-0.161,0.01,30.2,20,16.692,-0.113,3.07,1.5
4/1/2021,13:34:30,0,Default,25.2,-0.113,30.3,-0.161,0.01,29.9,19,16.73,-0.115,3.07,1.5
4/1/2021,13:35:00,0,Default,25,-0.113,30.1,-0.161,0.01,29.7,19,16.766,-0.114,3.07,1.5
4/1/2021,13:35:30,0,Default,25.4,-0.114,30.5,-0.161,0.01,30.1,20,16.8,-0.112,3.07,1.5
4/1/2021,13:36:00,0,Default,25.3,-0.114,30.4,-0.162,0.01,30,20,16.831,-0.114,3.07,1.5
4/1/2021,13:36:30,0,Default,24.6,-0.114,29.5,-0.162,0.01,29.1,19,16.859,-0.115,3.06,1.5
4/1/2021,13:37:00,0,Default,24.2,-0.115,29,-0.163,0.01,28.6,19,16.886,-0.114,3.07,1.5
4/1/2021,13:37:30,0,Default,23.9,-0.115,28.6,-0.163,0.01,28.2,18,16.912,-0.114,3.07,1.5
4/1/2021,13:38:00,0,Default,23.7,-0.115,28.3,-0.163,0.01,28,18,16.935,-0.115,3.07,1.5
4/1/2021,13:38:30,0,Default,23.5,-0.114,28.1,-0.163,0.01,27.8,18,16.957,-0.116,3.07,1.5
4/1/2021,13:39:00,0,Default,23.4,-0.115,28,-0.163,0.01,27.6,18,16.978,-0.116,3.07,1.5
4/1/2021,13:39:30,0,Default,23.3,-0.115,27.9,-0.163,0.01,27.5,18,16.997,-0.114,3.06,1.5
4/1/2021,13:40:00,0,Default,23.2,-0.115,27.8,-0.163,0.01,27.4,18,17.015,-0.115,3.07,1.5
4/1/2021,13:40:30,0,Default,23.2,-0.115,27.7,-0.163,0.01,27.3,18,17.032,-0.114,3.06,1.5
4/1/2021,13:41:00,0,Default,23.1,-0.115,27.6,-0.163,0.01,27.2,18,17.047,-0.114,3.06,1.5
4/1/2021,13:41:30,0,Default,23,-0.115,27.5,-0.163,0.01,27.1,18,17.062,-0.116,3.06,1.5
4/1/2021,13:42:00,0,Default,22.9,-0.115,27.4,-0.163,0.01,27,18,17.075,-0.116,3.06,1.5
4/1/2021,13:42:30,0,Default,22.9,-0.115,27.3,-0.163,0.01,27,18,17.087,-0.115,3.06,1.5
4/1/2021,13:43:00,0,Default,22.8,-0.115,27.2,-0.163,0.01,26.9,17,17.099,-0.113,3.06,1.5
4/1/2021,13:43:30,0,Default,22.7,-0.115,27.1,-0.163,0.01,26.7,17,17.109,-0.116,3.06,1.5
4/1/2021,13:44:00,0,Default,22.6,-0.115,26.9,-0.163,0.01,26.6,17,17.119,-0.114,3.06,1.5
4/1/2021,13:44:30,0,Default,22.4,-0.115,26.7,-0.164,0.01,26.4,17,17.128,-0.116,3.06,1.5
4/1/2021,13:45:00,0,Default,22.3,-0.115,26.5,-0.163,0.01,26.2,17,17.137,-0.113,3.05,1.5
4/1/2021,13:45:30,0,Default,22.2,-0.115,26.4,-0.163,0.01,26.1,17,17.145,-0.114,3.06,1.5
4/1/2021,13:46:00,0,Default,22.1,-0.115,26.3,-0.163,0.01,26,17,17.154,-0.115,3.06,1.5
4/1/2021,13:46:30,0,Default,22.1,-0.115,26.3,-0.163,0.01,25.9,17,17.161,-0.115,3.06,1.5
4/1/2021,13:47:00,0,Default,22,-0.115,26.2,-0.163,0.01,25.9,17,17.169,-0.115,3.06,1.5
4/1/2021,13:47:30,0,Default,22,-0.115,26.2,-0.163,0.01,25.8,17,17.176,-0.117,3.06,1.5
4/1/2021,13:48:00,0,Default,21.9,-0.115,26.1,-0.164,0.01,25.8,17,17.182,-0.117,3.05,1.5
4/1/2021,13:48:30,0,Default,21.9,-0.115,26.1,-0.164,0.01,25.8,17,17.19,-0.114,3.06,1.5
4/1/2021,13:49:00,0,Default,21.9,-0.115,26,-0.164,0.01,25.7,17,17.196,-0.114,3.06,1.5
4/1/2021,13:49:30,0,Default,21.8,-0.115,26,-0.164,0.01,25.7,17,17.202,-0.115,3.05,1.5
4/1/2021,13:50:00,0,Default,21.8,-0.115,25.9,-0.164,0.01,25.6,17,17.208,-0.114,3.05,1.5
4/1/2021,13:50:30,0,Default,21.7,-0.115,25.8,-0.164,0.01,25.5,17,17.214,-0.115,3.05,1.5
4/1/2021,13:51:00,0,Default,21.7,-0.115,25.9,-0.164,0.01,25.5,17,17.22,-0.116,3.05,1.5
4/1/2021,13:51:30,0,Default,21.7,-0.115,25.8,-0.164,0.01,25.5,17,17.225,-0.117,3.05,1.5
4/1/2021,13:52:00,0,Default,21.7,-0.116,25.8,-0.164,0.01,25.5,17,17.231,-0.117,3.05,1.5
4/1/2021,13:52:30,0,Default,21.6,-0.116,25.7,-0.165,0.01,25.4,17,17.236,-0.114,3.05,1.5
4/1/2021,13:53:00,0,Default,21.6,-0.116,25.7,-0.165,0.01,25.4,16,17.24,-0.116,3.05,1.5
4/1/2021,13:53:30,0,Default,21.6,-0.117,25.7,-0.166,0.01,25.3,16,17.245,-0.117,3.05,1.5
4/1/2021,13:54:00,0,Default,21.5,-0.116,25.6,-0.165,0.01,25.3,16,17.248,-0.119,3.04,1.5
4/1/2021,13:54:30,0,Default,21.5,-0.117,25.6,-0.166,0.01,25.2,16,17.252,-0.116,3.05,1.5
4/1/2021,13:55:00,0,Default,21.5,-0.116,25.5,-0.165,0.01,25.2,16,17.255,-0.115,3.05,1.5
4/1/2021,13:55:30,0,Default,21.4,-0.117,25.5,-0.165,0.01,25.2,16,17.258,-0.117,3.05,1.5
4/1/2021,13:56:00,0,Default,21.4,-0.117,25.4,-0.166,0.01,25.1,16,17.261,-0.116,3.05,1.5
4/1/2021,13:56:30,0,Default,21.4,-0.117,25.4,-0.166,0.01,25.1,16,17.263,-0.116,3.05,1.5
4/1/2021,13:57:00,0,Default,21.3,-0.117,25.3,-0.166,0.01,25,16,17.266,-0.117,3.04,1.5
4/1/2021,13:57:30,0,Default,21.3,-0.117,25.3,-0.167,0.01,25,16,17.268,-0.118,3.04,1.5
4/1/2021,13:58:00,0,Default,21.2,-0.117,25.2,-0.166,0.01,24.9,16,17.27,-0.118,3.05,1.5
4/1/2021,13:58:30,0,Default,21.2,-0.117,25.2,-0.167,0.01,24.9,16,17.272,-0.117,3.04,1.5
4/1/2021,13:59:00,0,Default,21.2,-0.117,25.2,-0.166,0.01,24.8,16,17.274,-0.118,3.04,1.5
4/1/2021,13:59:30,0,Default,21.1,-0.117,25.1,-0.167,0.01,24.8,16,17.276,-0.117,3.04,1.5
4/1/2021,14:00:00,0,Default,21.1,-0.117,25.1,-0.167,0.01,24.8,16,17.278,-0.118,3.04,1.5
4/1/2021,14:00:30,0,Default,21.1,-0.117,25,-0.167,0.01,24.7,16,17.279,-0.117,3.04,1.5
4/1/2021,14:01:00,0,Default,21,-0.117,25,-0.167,0.01,24.7,16,17.28,-0.118,3.04,1.5
4/1/2021,14:01:30,0,Default,21,-0.117,25,-0.167,0.01,24.6,16,17.281,-0.119,3.04,1.5
4/1/2021,14:02:00,0,Default,21,-0.117,24.9,-0.167,0.01,24.6,16,17.282,-0.116,3.04,1.5
4/1/2021,14:02:30,0,Default,21,-0.117,24.9,-0.167,0.01,24.6,16,17.282,-0.118,3.04,1.5
4/1/2021,14:03:00,0,Default,20.9,-0.118,24.9,-0.167,0.01,24.5,16,17.283,-0.118,3.04,1.5
4/1/2021,14:03:30,0,Default,20.9,-0.117,24.8,-0.167,0.01,24.5,16,17.283,-0.119,3.04,1.5
4/1/2021,14:04:00,0,Default,20.9,-0.117,24.8,-0.167,0.01,24.5,16,17.284,-0.117,3.04,1.5
4/1/2021,14:04:30,0,Default,20.8,-0.118,24.7,-0.167,0.01,24.4,16,17.284,-0.117,3.04,1.5
4/1/2021,14:05:00,0,Default,20.7,-0.118,24.5,-0.167,0.01,24.2,16,17.282,-0.119,3.03,1.5
4/1/2021,14:05:30,0,Default,27.2,-0.116,32.4,-0.165,0.01,32,21,17.287,-0.115,3.04,1.5
4/1/2021,14:06:00,0,Default,26.7,-0.115,31.7,-0.164,0.01,31.3,20,17.294,-0.114,3.04,1.5
4/1/2021,14:06:30,0,Default,26.5,-0.115,31.4,-0.164,0.01,31,20,17.302,-0.115,3.04,1.5
4/1/2021,14:07:00,0,Default,26.4,-0.115,31.3,-0.164,0.01,30.9,20,17.309,-0.116,3.04,1.5
4/1/2021,14:07:30,0,Default,26.3,-0.115,31.3,-0.163,0.01,30.9,20,17.318,-0.117,3.04,1.5
4/1/2021,14:08:00,0,Default,26.3,-0.115,31.3,-0.163,0.01,30.9,20,17.326,-0.115,3.04,1.5
4/1/2021,14:08:30,0,Default,26.4,-0.115,31.3,-0.163,0.01,30.9,20,17.335,-0.114,3.04,1.5
4/1/2021,14:09:00,0,Default,26.7,-0.116,31.8,-0.165,0.01,31.4,20,17.097,-0.116,3.04,1.5
4/1/2021,14:09:30,0,Default,27.3,-0.116,33.3,-0.165,0.01,32.8,21,16.253,-0.115,3.03,1.5
4/1/2021,14:10:00,0,Default,30.6,-0.116,37.7,-0.165,0.02,37.2,24,15.767,-0.115,3.03,1.5
4/1/2021,14:10:30,0,Default,30.8,-0.116,38,-0.165,0.02,37.5,24,15.645,-0.117,3.05,1.5
4/1/2021,14:11:00,0,Default,30.8,-0.118,38.1,-0.167,0.02,37.5,24,15.565,-0.119,3.05,1.5
4/1/2021,14:11:30,0,Default,30.2,-0.118,37.5,-0.167,0.02,37,24,15.367,-0.116,3.06,1.5
4/1/2021,14:12:00,0,Default,29.8,-0.118,37.2,-0.167,0.02,36.6,24,15.299,-0.119,3.06,1.5
4/1/2021,14:12:30,0,Default,29.7,-0.118,37,-0.168,0.02,36.5,24,15.213,-0.119,3.05,1.5
4/1/2021,14:13:00,0,Default,29.5,-0.118,36.9,-0.168,0.02,36.4,24,15.138,-0.117,3.06,1.4
4/1/2021,14:13:30,0,Default,29.2,-0.119,36.7,-0.169,0.02,36.1,23,15.005,-0.119,3.06,1.4
4/1/2021,14:14:00,0,Default,29.1,-0.118,36.6,-0.168,0.02,36,23,14.985,-0.118,3.06,1.4
4/1/2021,14:14:30,0,Default,29.1,-0.118,36.5,-0.168,0.02,36,23,14.955,-0.117,3.06,1.4
4/1/2021,14:15:00,0,Default,29,-0.118,36.4,-0.168,0.02,35.9,23,14.97,-0.119,3.06,1.4
4/1/2021,14:15:30,0,Default,28.9,-0.118,36.3,-0.168,0.02,35.8,23,14.937,-0.119,3.06,1.4
4/1/2021,14:16:00,0,Default,28.6,-0.118,36,-0.168,0.02,35.5,23,14.822,-0.118,3.06,1.4
4/1/2021,14:16:30,0,Default,28.3,-0.118,35.8,-0.168,0.02,35.3,23,14.704,-0.118,3.06,1.4
4/1/2021,14:17:00,0,Default,28.3,-0.118,35.8,-0.168,0.02,35.2,23,14.648,-0.117,3.06,1.4
4/1/2021,14:17:30,0,Default,28.3,-0.118,35.8,-0.168,0.02,35.2,23,14.666,-0.118,3.06,1.4
4/1/2021,14:18:00,0,Default,27.8,-0.118,35.2,-0.168,0.02,34.7,23,14.596,-0.118,3.06,1.4
4/1/2021,14:18:30,0,Default,27.3,-0.118,34.7,-0.168,0.01,34.1,22,14.515,-0.118,3.06,1.4
4/1/2021,14:19:00,0,Default,27.3,-0.118,34.7,-0.168,0.01,34.2,22,14.457,-0.118,3.06,1.4
4/1/2021,14:19:30,0,Default,27.3,-0.119,34.7,-0.169,0.01,34.2,22,14.437,-0.118,3.06,1.4
4/1/2021,14:20:00,0,Default,27.4,-0.118,34.8,-0.168,0.01,34.3,22,14.418,-0.118,3.06,1.4
4/1/2021,14:20:30,0,Default,27.3,-0.119,34.8,-0.169,0.01,34.3,22,14.387,-0.118,3.06,1.4
4/1/2021,14:21:00,0,Default,27.2,-0.119,34.7,-0.169,0.01,34.2,22,14.352,-0.119,3.06,1.4
4/1/2021,14:21:30,0,Default,26.9,-0.118,34.3,-0.168,0.01,33.8,22,14.316,-0.118,3.06,1.4
4/1/2021,14:22:00,0,Default,26.8,-0.119,34.3,-0.169,0.01,33.7,22,14.28,-0.118,3.06,1.4
4/1/2021,14:22:30,0,Default,27,-0.119,34.5,-0.169,0.01,33.9,22,14.306,-0.119,3.06,1.4
4/1/2021,14:23:00,0,Default,27.1,-0.118,34.5,-0.168,0.01,34,22,14.354,-0.118,3.06,1.4
4/1/2021,14:23:30,0,Default,27,-0.119,34.4,-0.169,0.01,33.9,22,14.335,-0.118,3.06,1.4
4/1/2021,14:24:00,0,Default,26.6,-0.118,34,-0.168,0.01,33.5,22,14.296,-0.119,3.06,1.4
4/1/2021,14:24:30,0,Default,26.5,-0.118,33.8,-0.168,0.01,33.3,22,14.256,-0.118,3.06,1.4
4/1/2021,14:25:00,0,Default,26.4,-0.118,33.7,-0.168,0.01,33.2,22,14.216,-0.119,3.06,1.4
4/1/2021,14:25:30,0,Default,26.5,-0.119,34.4,-0.169,0.01,33.8,22,13.675,-0.119,3.06,1.4
4/1/2021,14:26:00,0,Default,26.6,-0.118,34.4,-0.168,0.01,33.9,22,13.757,-0.117,3.06,1.4
4/1/2021,14:26:30,0,Default,26.4,-0.118,34.3,-0.168,0.01,33.8,22,13.621,-0.118,3.06,1.4
4/1/2021,14:27:00,0,Default,26.4,-0.118,34.1,-0.168,0.01,33.5,22,13.795,-0.118,3.06,1.4
4/1/2021,14:27:30,0,Default,26.2,-0.119,33.8,-0.168,0.01,33.2,22,13.967,-0.119,3.06,1.4
4/1/2021,14:28:00,0,Default,26.1,-0.118,33.5,-0.168,0.01,33,21,14.158,-0.118,3.06,1.4
4/1/2021,14:28:30,0,Default,26.1,-0.118,33.2,-0.168,0.01,32.7,21,14.385,-0.118,3.06,1.4
4/1/2021,14:29:00,0,Default,26,-0.118,33,-0.168,0.01,32.5,21,14.571,-0.118,3.06,1.4
4/1/2021,14:29:30,0,Default,26.6,-0.119,33.6,-0.168,0.01,33.1,21,14.744,-0.119,3.06,1.4
4/1/2021,14:30:00,0,Default,26.6,-0.106,33.4,-0.15,0.01,32.9,21,14.973,-0.108,3.06,1.4
4/1/2021,14:30:30,0,Default,28.2,-0.125,35.3,-0.178,0.02,34.8,23,15.153,-0.13,3.06,1.4
4/1/2021,14:31:00,0,Default,28.4,-0.144,35.3,-0.205,0.02,34.8,23,15.306,-0.146,3.06,1.4
4/1/2021,14:31:30,0,Default,28,-0.151,34.7,-0.215,0.01,34.2,22,15.484,-0.149,3.06,1.4
4/1/2021,14:32:00,0,Default,27.8,-0.123,34.3,-0.175,0.01,33.8,22,15.615,-0.117,3.06,1.4
4/1/2021,14:32:30,0,Default,28,-0.096,34.5,-0.136,0.01,34,22,15.694,-0.096,3.06,1.4
4/1/2021,14:33:00,0,Default,28.1,-0.114,34.6,-0.162,0.01,34.1,22,15.832,-0.117,3.06,1.4
4/1/2021,14:33:30,0,Default,28.3,-0.122,34.8,-0.173,0.01,34.3,22,15.823,-0.118,3.06,1.4
4/1/2021,14:34:00,0,Default,27.9,-0.101,34.3,-0.143,0.01,33.8,22,15.918,-0.096,3.06,1.4
4/1/2021,14:34:30,0,Default,27.7,-0.081,33.9,-0.116,0.01,33.4,22,16.042,-0.076,3.06,1.4
4/1/2021,14:35:00,0,Default,27.7,-0.063,33.8,-0.09,0.01,33.3,22,16.077,-0.059,3.06,1.4
4/1/2021,14:35:30,0,Default,28,-0.028,34.2,-0.04,0.01,33.8,22,16.096,-0.02,3.06,1.4
4/1/2021,14:36:00,0,Default,27.8,-0.004,33.9,-0.006,0.01,33.5,22,16.08,0,3.06,1.4
4/1/2021,14:36:30,0,Default,27.2,-0.008,33.3,-0.011,0.01,32.8,21,16.095,-0.013,3.06,1.4
4/1/2021,14:37:00,0,Default,27.7,-0.046,33.7,-0.065,0.01,33.2,22,16.202,-0.049,3.06,1.4
4/1/2021,14:37:30,0,Default,27.7,-0.061,33.8,-0.087,0.01,33.3,22,16.259,-0.053,3.06,1.4
4/1/2021,14:38:00,0,Default,28.1,-0.049,34.1,-0.07,0.01,33.7,22,16.379,-0.048,3.06,1.4
4/1/2021,14:38:30,0,Default,28.1,-0.062,34,-0.088,0.01,33.5,22,16.474,-0.065,3.06,1.4
4/1/2021,14:39:00,0,Default,28.1,-0.05,34,-0.071,0.01,33.5,22,16.488,-0.047,3.06,1.4
4/1/2021,14:39:30,0,Default,28.4,-0.045,34.2,-0.064,0.01,33.8,22,16.616,-0.044,3.06,1.4
4/1/2021,14:40:00,0,Default,28.2,-0.046,34,-0.065,0.01,33.5,22,16.709,-0.046,3.06,1.4
4/1/2021,14:40:30,0,Default,28.3,-0.048,34.1,-0.068,0.01,33.6,22,16.769,-0.048,3.06,1.4
4/1/2021,14:41:00,0,Default,28.6,-0.046,34.4,-0.065,0.01,33.9,22,16.778,-0.045,3.06,1.4
4/1/2021,14:41:30,0,Default,28.4,-0.046,34.1,-0.065,0.01,33.7,22,16.837,-0.046,3.06,1.4
4/1/2021,14:42:00,0,Default,28.5,-0.046,34.1,-0.065,0.01,33.7,22,16.858,-0.046,3.06,1.4
4/1/2021,14:42:30,0,Default,28.6,-0.045,34.2,-0.064,0.01,33.8,22,16.932,-0.045,3.06,1.4
4/1/2021,14:43:00,0,Default,28.4,-0.046,34,-0.065,0.01,33.5,22,16.985,-0.045,3.06,1.4
4/1/2021,14:43:30,0,Default,28.4,-0.047,33.9,-0.066,0.01,33.5,22,17.019,-0.047,3.06,1.4
4/1/2021,14:44:00,0,Default,28.2,-0.049,33.6,-0.069,0.01,33.2,22,17.158,-0.049,3.06,1.4
4/1/2021,14:44:30,0,Default,28.5,-0.047,33.8,-0.066,0.01,33.4,22,17.267,-0.047,3.06,1.4
4/1/2021,14:45:00,0,Default,28.3,-0.05,33.6,-0.071,0.01,33.1,22,17.385,-0.049,3.06,1.4
4/1/2021,14:45:30,0,Default,28.4,-0.046,33.6,-0.065,0.01,33.2,22,17.457,-0.045,3.06,1.4
4/1/2021,14:46:00,0,Default,28.3,-0.047,33.4,-0.067,0.01,33,21,17.57,-0.047,3.06,1.4
4/1/2021,14:46:30,0,Default,28.2,-0.046,33.2,-0.066,0.01,32.8,21,17.629,-0.046,3.06,1.4
4/1/2021,14:47:00,0,Default,28.2,-0.048,33.2,-0.068,0.01,32.8,21,17.665,-0.048,3.06,1.4
4/1/2021,14:47:30,0,Default,28.1,-0.049,33,-0.07,0.01,32.6,21,17.73,-0.049,3.06,1.4
4/1/2021,14:48:00,0,Default,28.2,-0.05,33,-0.071,0.01,32.6,21,17.807,-0.049,3.06,1.4
4/1/2021,14:48:30,0,Default,28,-0.051,32.8,-0.072,0.01,32.4,21,17.853,-0.05,3.06,1.4
4/1/2021,14:49:00,0,Default,27.9,-0.051,32.7,-0.072,0.01,32.3,21,17.89,-0.051,3.06,1.4
4/1/2021,14:49:30,0,Default,27.9,-0.051,32.6,-0.072,0.01,32.2,21,17.979,-0.05,3.06,1.4
4/1/2021,14:50:00,0,Default,28.5,-0.048,33.2,-0.068,0.01,32.8,21,18.021,-0.048,3.06,1.4
4/1/2021,14:50:30,0,Default,27.6,-0.049,32.3,-0.07,0.01,31.9,21,18.041,-0.047,3.06,1.4
4/1/2021,14:51:00,0,Default,27.1,-0.05,31.7,-0.071,0.01,31.3,20,18.069,-0.049,3.06,1.4
4/1/2021,14:51:30,0,Default,26.9,-0.05,31.4,-0.07,0.01,31,20,18.047,-0.049,3.06,1.4
4/1/2021,14:52:00,0,Default,26.7,-0.05,31.1,-0.071,0.01,30.8,20,18.057,-0.048,3.06,1.4
4/1/2021,14:52:30,0,Default,26.5,-0.049,31,-0.07,0.01,30.6,20,18.01,-0.049,3.05,1.4
4/1/2021,14:53:00,0,Default,26.4,-0.049,30.9,-0.07,0.01,30.5,20,17.914,-0.05,3.06,1.4
4/1/2021,14:53:30,0,Default,26.2,-0.05,30.8,-0.071,0.01,30.4,20,17.783,-0.049,3.05,1.4
4/1/2021,14:54:00,0,Default,26.1,-0.05,30.6,-0.071,0.01,30.3,20,17.737,-0.049,3.06,1.4
4/1/2021,14:54:30,0,Default,25.9,-0.05,30.5,-0.071,0.01,30.1,20,17.647,-0.049,3.05,1.4
4/1/2021,14:55:00,0,Default,25.8,-0.05,30.4,-0.07,0.01,30,20,17.631,-0.049,3.05,1.4
4/1/2021,14:55:30,0,Default,25.7,-0.05,30.2,-0.071,0.01,29.9,19,17.65,-0.049,3.06,1.4
4/1/2021,14:56:00,0,Default,25.5,-0.05,30.1,-0.07,0.01,29.7,19,17.593,-0.049,3.06,1.4
4/1/2021,14:56:30,0,Default,25.4,-0.049,29.9,-0.07,0.01,29.6,19,17.6,-0.049,3.05,1.4
4/1/2021,14:57:00,0,Default,25.3,-0.049,29.8,-0.07,0.01,29.5,19,17.538,-0.049,3.05,1.4
4/1/2021,14:57:30,0,Default,25.4,-0.048,30.3,-0.069,0.01,29.9,19,17.098,-0.048,3.05,1.4
4/1/2021,14:58:00,0,Default,25.1,-0.049,29.9,-0.069,0.01,29.5,19,17.086,-0.049,3.05,1.4
4/1/2021,14:58:30,0,Default,29.3,-0.051,35.2,-0.073,0.02,34.8,23,16.698,-0.051,3.05,1.4
4/1/2021,14:59:00,0,Default,28.2,-0.048,34.9,-0.069,0.01,34.4,22,15.649,-0.048,3.05,1.4
4/1/2021,14:59:30,0,Default,27.5,-0.044,34.8,-0.063,0.01,34.2,22,14.627,-0.044,3.05,1.4
4/1/2021,15:00:00,0,Default,26.1,-0.045,33.2,-0.064,0.01,32.7,21,14.349,-0.044,3.05,1.4
4/1/2021,15:00:30,0,Default,705.8,-0.04,972.1,-0.057,0.47,955.3,621,11.322,-0.037,3.05,1.4
4/1/2021,15:01:00,0,Default,665.3,-0.035,915.5,-0.05,0.45,899.8,585,11.358,-0.037,3.05,1.4
4/1/2021,15:01:30,0,Default,1003.2,-0.033,1383.1,-0.047,0.68,1359.3,884,11.284,-0.034,3.05,1.4
4/1/2021,15:02:00,0,Default,761.7,-0.038,1049.8,-0.053,0.51,1031.8,671,11.294,-0.039,3.05,1.4
4/1/2021,15:02:30,0,Default,570,-0.04,785.9,-0.057,0.38,772.4,502,11.285,-0.041,3.05,1.4
4/1/2021,15:03:00,0,Default,994.4,-0.039,1371.6,-0.056,0.68,1348,876,11.266,-0.035,3.05,1.4
4/1/2021,15:03:30,0,Default,778,-0.037,1073,-0.053,0.53,1054.5,685,11.271,-0.036,3.05,1.4
4/1/2021,15:04:00,0,Default,1006.6,-0.041,1388.4,-0.059,0.69,1364.5,887,11.268,-0.037,3.05,1.4
4/1/2021,15:04:30,0,Default,1047.7,-0.043,1444.7,-0.061,0.72,1419.8,923,11.278,-0.04,3.05,1.4
4/1/2021,15:05:00,0,Default,639.9,-0.044,882.9,-0.063,0.43,867.7,564,11.257,-0.046,3.05,1.4
4/1/2021,15:05:30,0,Default,1148.3,-0.004,1583.6,-0.006,0.79,1556.3,1012,11.275,0.003,3.05,1.4
4/1/2021,15:06:00,0,Default,1150.7,-0.002,1586.7,-0.003,0.79,1559.4,1014,11.281,-0.003,3.05,1.4
4/1/2021,15:06:30,0,Default,1157.1,-0.003,1596,-0.004,0.8,1568.5,1020,11.269,-0.003,3.05,1.4
4/1/2021,15:07:00,0,Default,1162.2,0,1603,0,0.8,1575.4,1024,11.269,-0.004,3.04,1.4
4/1/2021,15:07:30,0,Default,1164.1,-0.002,1604.9,-0.003,0.8,1577.3,1025,11.286,-0.005,3.05,1.4
4/1/2021,15:08:00,0,Default,1169,-0.003,1611.2,-0.004,0.8,1583.5,1029,11.297,-0.002,3.05,1.3
4/1/2021,15:08:30,0,Default,1212.5,-0.004,1670.7,-0.005,0.83,1642,1067,11.306,-0.003,3.05,1.3
4/1/2021,15:09:00,0,Default,1193.7,-0.003,1644.3,-0.004,0.82,1616,1050,11.318,0,3.05,1.3
4/1/2021,15:09:30,0,Default,1193.5,-0.002,1643.7,-0.003,0.82,1615.4,1050,11.323,-0.002,3.04,1.3
4/1/2021,15:10:00,0,Default,1187.8,-0.002,1635.6,-0.003,0.82,1607.5,1045,11.33,-0.002,3.04,1.3
4/1/2021,15:10:30,0,Default,1174,-0.004,1616.5,-0.006,0.81,1588.7,1033,11.335,-0.003,3.05,1.3
4/1/2021,15:11:00,0,Default,1165.9,-0.002,1605.3,-0.002,0.8,1577.7,1026,11.335,0,3.05,1.3
4/1/2021,15:11:30,0,Default,1163.9,-0.001,1602.1,-0.001,0.8,1574.5,1023,11.345,0,3.05,1.3
4/1/2021,15:12:00,0,Default,1152.4,-0.002,1585.9,-0.003,0.79,1558.6,1013,11.353,-0.004,3.04,1.3
4/1/2021,15:12:30,0,Default,1126.6,0.001,1550,0.001,0.77,1523.3,990,11.363,0.003,3.04,1.3
4/1/2021,15:13:00,0,Default,1110,0.002,1526.9,0.002,0.76,1500.6,975,11.37,0.003,3.05,1.3
4/1/2021,15:13:30,0,Default,1084.9,0,1492,0.001,0.74,1466.3,953,11.382,0.004,3.04,1.3
4/1/2021,15:14:00,0,Default,1070.2,0,1470.3,0.001,0.73,1445,939,11.421,0,3.05,1.3
4/1/2021,15:14:30,0,Default,1055.7,0,1448.3,-0.001,0.72,1423.4,925,11.475,0,3.04,1.3
4/1/2021,15:15:00,0,Default,1031.6,-0.001,1414.5,-0.002,0.7,1390.3,904,11.495,0,3.04,1.3
4/1/2021,15:15:30,0,Default,1019.1,-0.001,1394.6,-0.002,0.69,1370.8,891,11.567,0,3.04,1.2
4/1/2021,15:16:00,0,Default,1019.7,0,1392.9,0,0.69,1369,890,11.639,0.002,3.04,1.2
4/1/2021,15:16:30,0,Default,1009.8,0.003,1378.8,0.004,0.68,1355.2,881,11.654,0.001,3.04,1.2
4/1/2021,15:17:00,0,Default,1013.5,0.005,1384.4,0.007,0.69,1360.7,884,11.643,0.004,3.04,1.2
4/1/2021,15:17:30,0,Default,1003.3,0.003,1369.9,0.004,0.68,1346.5,875,11.656,0.001,3.04,1.2
4/1/2021,15:18:00,0,Default,1001.4,0,1366.8,0,0.68,1343.5,873,11.668,-0.002,3.04,1.2
4/1/2021,15:18:30,0,Default,996.1,-0.001,1359.5,-0.001,0.67,1336.3,869,11.673,0,3.04,1.2
4/1/2021,15:19:00,0,Default,995.4,0.001,1358.5,0.002,0.67,1335.3,868,11.673,0.005,3.04,1.2
4/1/2021,15:19:30,0,Default,993.5,0.002,1355.8,0.003,0.67,1332.6,866,11.675,0.004,3.04,1.2
4/1/2021,15:20:00,0,Default,991.6,0,1353.1,0,0.67,1330,865,11.68,-0.002,3.04,1.2
4/1/2021,15:20:30,0,Default,987.1,0.001,1347,0.001,0.67,1324,861,11.679,0.004,3.04,1.2
4/1/2021,15:21:00,0,Default,979.8,0.002,1336.4,0.004,0.66,1313.6,854,11.697,0.005,3.04,1.2
