YY/MM/DD,Hour:Min:Sec,r1,r2,MS5803_T,pressure,therm_T
2021/3/16,23:21:2,31.85,26.29,19.62813331246376,1010.008619752947,18.21891716957092
2021/3/16,23:21:16,31.22,26.30,19.62813331246376,1010.008619752947,18.20847949028015
2021/3/16,23:21:28,30.64,26.86,19.62813331246376,1010.008619752947,18.2032620048523
2021/3/16,23:38:52,46.97,44.98,19.89304744362831,1010.235818983327,18.15230665206909
2021/3/16,23:39:3,46.29,45.92,19.89304744362831,1009.980291737032,18.13643607139587
2021/3/16,23:39:15,46.14,46.22,19.89304744362831,1009.980291737032,18.11869462013244
2021/3/17,0:12:1,70.89,68.38,19.0970690882206,1010.316140062092,18.02713429450989
2021/3/17,0:12:15,70.19,69.58,19.0970690882206,1010.316140062092,18.09430827140808
2021/3/17,0:12:27,69.77,69.65,19.11479777932167,1010.348506401493,18.04784516334534
2021/3/17,0:25:40,98.26,96.96,19.15024966835976,1010.413228041281,18.02913303375244
2021/3/17,0:25:50,97.09,98.15,19.15024966835976,1010.413228041281,17.96745153427124
2021/3/17,0:26:1,97.66,98.32,19.16797286629677,1010.445583341668,18.03677053451538
2021/3/17,1:0:31,181.78,172.46,18.22612018227577,1010.762604417642,17.6188510799408
2021/3/17,1:0:45,181.84,174.63,18.26175517678261,1010.573214781208,17.5004611492157
2021/3/17,1:0:56,178.33,175.78,18.24393859505653,1010.540603779257,17.41355081558228
2021/3/17,14:20:27,-497121.92,-501249.50,18.11917125344277,1006.239311762455,17.91754438400269
2021/3/17,14:20:54,301.28,294.58,18.08350696206093,1006.174338298689,16.74970316886902
2021/3/17,14:21:4,302.85,298.23,18.08350696206093,1005.919800751809,16.75917353630066
2021/3/17,14:21:16,302.18,299.37,18.08350696206093,1006.174338298689,16.7615668964386
2021/3/17,14:42:57,528.96,532.29,18.08350696206093,1006.174338298689,16.71588296890259
2021/3/17,14:43:9,527.77,532.58,18.06567206978798,1006.141846052775,16.7037043762207
2021/3/17,14:43:20,526.50,529.56,18.06567206978798,1005.887318229716,16.69163830757141
2021/3/17,14:55:15,832.98,865.37,17.8157913172245,1006.195351921757,16.56487112045288
2021/3/17,14:55:27,831.81,854.65,17.8157913172245,1006.449743568745,16.56172528266907
2021/3/17,14:55:38,834.20,862.15,17.79792895913124,1006.162785075723,16.57160335540771
2021/3/17,15:15:13,1442.73,1531.21,18.26175517678261,1005.989789051121,16.59983214378357
2021/3/17,15:15:22,1436.94,1542.00,18.26175517678261,1005.989789051121,16.63621463775635
2021/3/17,15:15:35,1431.04,1523.54,18.26175517678261,1005.989789051121,16.62339750289917
2021/3/17,15:32:26,2385.09,2637.50,18.88418197274208,1005.847861789704,16.67424427032471
2021/3/17,15:32:37,2379.55,2627.12,18.86642947793007,1005.815602903728,16.65077428817749
2021/3/17,15:32:49,2360.88,2657.22,18.86642947793007,1005.815602903728,16.62274245262146
2021/3/17,15:53:48,3596.54,4194.02,18.59992232918739,1005.586098193509,16.62948367118835
2021/3/17,15:53:59,3558.44,4118.23,18.58214053750038,1005.55377082456,16.64457214355469
2021/3/17,15:54:11,3588.57,4182.56,18.56435691475868,1005.776239718769,16.62578032493592
2021/3/17,16:6:28,6246.20,7812.80,18.63548041939735,1005.39590312647,16.62078657150269
2021/3/17,16:6:40,6160.88,7956.96,18.61770228981972,1005.363592815945,16.59927806854248
2021/3/17,16:6:52,6228.12,7807.30,18.59992232918739,1005.331278832238,16.60915994644165
