YY/MM/DD,Hour:Min:Sec,r1,r2,MS5803_T,pressure
4/2/2021,11:05:11,207.12,216.07,8.41,1237.1
4/2/2021,11:05:41,436.11,466.64,8.4,1236.1
4/2/2021,11:06:11,585.02,646.97,8.45,1235.5
4/2/2021,11:06:41,629.14,688.7,8.45,1235
4/2/2021,11:07:11,620.43,686.98,8.43,1234.5
4/2/2021,11:07:41,666.34,731.93,8.47,1234.1
4/2/2021,11:08:12,692.44,768.75,8.47,1232.8
4/2/2021,11:08:42,749.06,828.62,8.45,1232.8
4/2/2021,11:09:12,687.68,767.48,8.47,1232.1
4/2/2021,11:09:42,613.99,672.63,8.49,1231.4
4/2/2021,11:10:12,410.97,440.78,8.47,1230.9
4/2/2021,11:10:42,312.46,329.78,8.45,1230.1
4/2/2021,11:11:12,693.35,767.04,8.49,1229.7
4/2/2021,11:11:42,1006.18,1157.56,8.47,1228.9
4/2/2021,11:12:12,687.05,755.18,8.47,1228.7
4/2/2021,11:12:42,672.98,743.68,8.45,1228.1
4/2/2021,11:13:12,795.38,900.6,8.45,1227.4
4/2/2021,11:13:42,459.76,498.44,8.49,1226.8
4/2/2021,11:14:12,918.34,1037.34,8.51,1225.8
4/2/2021,11:14:42,762.49,851.94,8.51,1226.1
4/2/2021,11:15:12,932.1,1060.85,8.53,1224.7
4/2/2021,11:15:42,844.28,952.33,8.49,1224.6
4/2/2021,11:16:12,1074.8,1236.65,8.53,1224.2
4/2/2021,11:16:42,1009.13,1163.51,8.53,1223.9
4/2/2021,11:17:12,1028.46,1182.65,8.53,1222.2
4/2/2021,11:17:42,713.15,795.42,8.49,1221.9
4/2/2021,11:18:12,787.96,884.06,8.51,1221.4
4/2/2021,11:18:42,251.88,269.63,8.47,1220.6
4/2/2021,11:19:12,266.9,280.57,8.45,1219.8
4/2/2021,11:19:42,306.72,326.79,8.45,1219.6
4/2/2021,11:20:12,291.39,311.11,8.51,1218.7
4/2/2021,11:20:42,804.02,905.87,8.53,1218.5
4/2/2021,11:21:12,643.66,703.93,8.54,1217.6
4/2/2021,11:21:42,491.06,530.63,8.53,1217.1
4/2/2021,11:22:12,1288.41,1537.13,8.56,1215.7
4/2/2021,11:22:42,473.28,513.13,8.51,1215.3
4/2/2021,11:23:12,1043.83,1199.8,8.54,1214.7
4/2/2021,11:23:42,549.51,597.58,8.54,1213.9
4/2/2021,11:24:12,660.13,729.18,8.54,1213.7
4/2/2021,11:24:42,652.92,726.39,8.51,1212.4
4/2/2021,11:25:12,462.82,499.49,8.58,1212.5
4/2/2021,11:25:42,1342.15,1587.62,8.58,1211.8
4/2/2021,11:26:13,628.77,686.28,8.58,1210.8
4/2/2021,11:26:43,423.45,452.46,8.58,1211.1
4/2/2021,11:27:13,261.07,276.16,8.56,1210.3
4/2/2021,11:27:43,630.34,690.43,8.6,1209.4
4/2/2021,11:28:13,444.96,472.91,8.62,1209
4/2/2021,11:28:43,429.47,459.27,8.58,1208.6
4/2/2021,11:29:13,531.72,575.8,8.6,1208.2
4/2/2021,11:29:43,1258.52,1495.67,8.6,1207.2
4/2/2021,11:30:13,842,946.4,8.62,1206.8
4/2/2021,11:30:43,289.74,309.66,8.58,1206.2
4/2/2021,11:31:13,797.74,892.48,8.6,1205.7
4/2/2021,11:31:43,942.28,1073.97,8.62,1204.8
4/2/2021,11:32:13,665.76,729.19,8.62,1204.3
4/2/2021,11:32:43,908.38,1030.95,8.64,1204.1
4/2/2021,11:33:13,1084.51,1251.01,8.62,1203.6
4/2/2021,11:33:43,477.81,516.81,8.62,1203.1
4/2/2021,11:34:13,1565.44,1982.05,8.64,1202.9
4/2/2021,11:34:43,774.61,863.29,8.66,1201.2
4/2/2021,11:35:13,1685.86,2093.85,8.67,1201
4/2/2021,11:35:43,805.49,896.62,8.66,1199.7
4/2/2021,11:36:13,1137.04,1311.42,8.69,1200.1
4/2/2021,11:36:43,1254.98,1462.48,8.67,1198.8
4/2/2021,11:37:13,1127.67,1294.26,8.69,1198.1
4/2/2021,11:37:43,610.38,670.53,8.69,1197.6
4/2/2021,11:38:13,1793.4,2256.81,8.73,1196.7
4/2/2021,11:38:43,697.79,774.54,8.71,1195.7
4/2/2021,11:39:13,1686.04,2087.72,8.73,1195.3
4/2/2021,11:39:43,1912.46,2510.89,8.75,1194.6
4/2/2021,11:40:13,605.2,662.23,8.69,1194
4/2/2021,11:40:43,1985.38,2573.45,8.79,1194.2
4/2/2021,11:41:13,1450.76,1756.96,8.73,1192.3
4/2/2021,11:41:43,1291.27,1529.13,8.77,1191.7
4/2/2021,11:42:13,1194.21,1393.57,8.75,1191.1
4/2/2021,11:42:43,2151.65,3037.83,8.75,1191.6
4/2/2021,11:43:13,1292.29,1522.15,8.77,1190.7
4/2/2021,11:43:44,1050.03,1214.38,8.77,1190.5
4/2/2021,11:44:14,992.09,1133.28,8.79,1189.5
4/2/2021,11:44:44,1542.2,1904.81,8.8,1189.3
4/2/2021,11:45:14,1241.87,1453.69,8.79,1188.3
4/2/2021,11:45:44,1427.99,1724.22,8.79,1187.6
4/2/2021,11:46:14,1251.86,1473.51,8.8,1186.6
4/2/2021,11:46:44,1863.08,2366.58,8.8,1187.1
4/2/2021,11:47:14,1082.76,1243.89,8.82,1185.9
4/2/2021,11:47:44,1321.31,1564.79,8.84,1185
4/2/2021,11:48:14,1047.1,1211.36,8.84,1184.7
4/2/2021,11:48:44,1173.9,1369.38,8.82,1183.7
4/2/2021,11:49:14,961.63,1093.53,8.84,1182.8
4/2/2021,11:49:44,1181.99,1396.07,8.86,1182.8
4/2/2021,11:50:14,1338.97,1596.63,8.84,1181.6
4/2/2021,11:50:44,1189.83,1384.35,8.86,1181.1
4/2/2021,11:51:14,1529.61,1880.73,8.86,1180.9
4/2/2021,11:51:44,1085.98,1245.42,8.84,1180.1
4/2/2021,11:52:14,1209.48,1419.39,8.9,1179.7
4/2/2021,11:52:44,1350.75,1613.42,8.88,1178.5
4/2/2021,11:53:14,1637.6,2053.8,8.9,1178
4/2/2021,11:53:44,1213.5,1413.39,8.88,1177.2
4/2/2021,11:54:14,1562.27,1913.51,8.9,1176.5
4/2/2021,11:54:44,1565.88,1917.69,8.9,1176.3
4/2/2021,11:55:14,1571.33,1958.46,8.92,1175.4
4/2/2021,11:55:44,1287.23,1538.11,8.94,1174.7
4/2/2021,11:56:14,1264.63,1484.86,8.94,1174.4
4/2/2021,11:56:44,972.32,1102.29,8.92,1173.4
4/2/2021,11:57:14,1330.32,1585.52,8.9,1172.4
4/2/2021,11:57:44,1119.66,1289.31,8.95,1172.5
4/2/2021,11:58:14,1039.71,1185.54,8.9,1171.4
4/2/2021,11:58:44,1424.38,1715.8,8.95,1171
4/2/2021,11:59:14,1433.54,1725.13,8.94,1170.3
4/2/2021,11:59:44,1190.97,1378.37,8.99,1169.9
4/2/2021,12:00:14,1135.23,1304.97,8.97,1168.9
4/2/2021,12:00:44,1254.58,1467.72,8.99,1168.4
4/2/2021,12:01:14,1181.87,1382.74,8.97,1167.2
4/2/2021,12:01:45,1445.01,1741.22,8.99,1167
4/2/2021,12:02:15,1331.38,1593.19,9.01,1165.8
4/2/2021,12:02:45,1476.31,1798.24,9.01,1165
4/2/2021,12:03:15,907.49,1028.3,8.97,1164
4/2/2021,12:03:45,1175.6,1377.93,9.01,1163.6
4/2/2021,12:04:15,1331.86,1568.46,9.01,1162.8
4/2/2021,12:04:45,1473.47,1784.82,9.03,1162.4
4/2/2021,12:05:15,1230.05,1442.66,9.01,1162.1
4/2/2021,12:05:45,1216.94,1424.39,9.03,1161.2
4/2/2021,12:06:15,1303.12,1551.57,9.01,1160.9
4/2/2021,12:06:45,1255,1474.27,9.01,1160.1
4/2/2021,12:07:15,1257.22,1491.57,9.06,1159.3
4/2/2021,12:07:45,1453.74,1764.87,9.06,1158.8
4/2/2021,12:08:15,1056.96,1222.06,9.01,1158.4
4/2/2021,12:08:45,955.47,1087.48,8.97,1158.1
4/2/2021,12:09:15,1248.22,1477.32,9.05,1157.3
4/2/2021,12:09:45,1172.07,1345.72,9.05,1156.3
4/2/2021,12:10:15,1098.97,1262.03,9.08,1155.9
4/2/2021,12:10:45,1126.87,1295.57,9.06,1155.1
4/2/2021,12:11:15,1253.85,1462.43,9.05,1154.8
4/2/2021,12:11:45,1348.36,1597.92,9.1,1154
4/2/2021,12:12:15,1218.7,1415.89,9.06,1153.4
4/2/2021,12:12:45,1234.32,1442.86,9.1,1152.3
4/2/2021,12:13:15,1195.41,1381.81,9.12,1151.6
4/2/2021,12:13:45,1163.92,1358.91,9.08,1150.7
4/2/2021,12:14:15,1129.2,1307.34,9.1,1150.3
4/2/2021,12:14:45,795.66,888.63,9.1,1149.8
4/2/2021,12:15:15,1114.48,1275.02,9.12,1149.6
4/2/2021,12:15:45,1364.24,1617.13,9.12,1148.6
4/2/2021,12:16:15,986.58,1122.64,9.12,1148.1
4/2/2021,12:16:45,1370.5,1636,9.12,1147.4
4/2/2021,12:17:15,1273.48,1509.71,9.14,1146.2
4/2/2021,12:17:45,1151.81,1344.2,9.14,1145.7
4/2/2021,12:18:15,1245.51,1459.47,9.14,1145.2
4/2/2021,12:18:45,1180.46,1379.75,9.16,1144.3
4/2/2021,12:19:15,1133.64,1301.17,9.19,1144.1
4/2/2021,12:19:46,1115.48,1287.79,9.19,1143.2
4/2/2021,12:20:16,1079.72,1238.06,9.18,1142.1
4/2/2021,12:20:46,1314.69,1555.95,9.19,1141.7
4/2/2021,12:21:16,1006.19,1149.54,9.23,1140.8
4/2/2021,12:21:46,1202.94,1393.65,9.19,1140.2
4/2/2021,12:22:16,1289.54,1508.28,9.19,1140
4/2/2021,12:22:46,1154.83,1330.96,9.19,1139.2
4/2/2021,12:23:16,1357.82,1604.23,9.19,1138.5
4/2/2021,12:23:46,1369.78,1630.17,9.23,1138.1
4/2/2021,12:24:16,1187.38,1377.72,9.21,1137.3
4/2/2021,12:24:46,1307.54,1541.15,9.23,1137.4
4/2/2021,12:25:16,1138.38,1325.5,9.23,1136.9
4/2/2021,12:25:46,1103.29,1273.19,9.23,1135.4
4/2/2021,12:26:16,1323.86,1567.23,9.23,1134.9
4/2/2021,12:26:46,1311.52,1540.54,9.25,1134
4/2/2021,12:27:16,1144.12,1327.8,9.25,1132.7
4/2/2021,12:27:46,860.99,965.68,9.27,1132
4/2/2021,12:28:16,1066.56,1219.98,9.29,1131.1
4/2/2021,12:28:46,1360.7,1620.69,9.27,1130.8
4/2/2021,12:29:16,1326.75,1562.54,9.29,1129.9
4/2/2021,12:29:46,1228.25,1432.1,9.27,1129.1
4/2/2021,12:30:16,1399.04,1671.16,9.31,1129.2
4/2/2021,12:30:46,1204.11,1399.56,9.32,1128
4/2/2021,12:31:16,1297.01,1544.66,9.29,1127.4
4/2/2021,12:31:46,1264.66,1495.95,9.27,1126.9
4/2/2021,12:32:16,1218.07,1412.94,9.31,1126.2
4/2/2021,12:32:46,1139.51,1318.46,9.31,1125.5
4/2/2021,12:33:16,1245.4,1465.62,9.31,1125
4/2/2021,12:33:46,1073.08,1241.45,9.32,1124.3
4/2/2021,12:34:16,1193.95,1399.77,9.34,1123.6
4/2/2021,12:34:46,1114.44,1279.51,9.32,1123.3
4/2/2021,12:35:16,1212.28,1415.04,9.31,1122.1
4/2/2021,12:35:46,1204.1,1403.14,9.32,1121.6
4/2/2021,12:36:16,1186.4,1388.5,9.34,1120.7
4/2/2021,12:36:46,1375.33,1633.83,9.32,1120.9
4/2/2021,12:37:17,1310.52,1550.33,9.34,1119.2
4/2/2021,12:37:47,1357.69,1623.14,9.38,1119.3
4/2/2021,12:38:17,1387.16,1663.95,9.42,1118.9
4/2/2021,12:38:47,1405.08,1677.02,9.4,1117.6
4/2/2021,12:39:17,1288.42,1532.14,9.38,1117.1
4/2/2021,12:39:47,1298.35,1524.58,9.38,1117.1
4/2/2021,12:40:17,1297.73,1535.98,9.42,1116.4
4/2/2021,12:40:47,1529.65,1855.88,9.4,1115.2
4/2/2021,12:41:17,1670.67,2079.38,9.44,1114.5
4/2/2021,12:41:47,1979.8,2544.44,9.38,1113.9
4/2/2021,12:42:17,2075.07,2676.51,9.36,1112.9
4/2/2021,12:42:47,2221.12,2977.56,9.29,1113.2
4/2/2021,12:43:17,2235.17,2990.09,9.31,1111.3
4/2/2021,12:43:47,1947.89,2471.58,9.32,1109.8
4/2/2021,12:44:17,2330.09,3227.47,9.31,1109.8
4/2/2021,12:44:47,2409.59,3269.59,9.32,1108.9
4/2/2021,12:45:17,2276,3082.65,9.31,1108.3
4/2/2021,12:45:47,2287.84,3128.92,9.32,1107.6
4/2/2021,12:46:17,1838.98,2312.55,9.34,1107.2
4/2/2021,12:46:47,1143.05,1309.89,9.38,1106
4/2/2021,12:47:17,1210.29,1396.7,9.4,1105.6
4/2/2021,12:47:47,1236.79,1452.17,9.44,1105.4
4/2/2021,12:48:17,1301.37,1535.4,9.42,1104.4
4/2/2021,12:48:47,1624.68,1981.63,9.44,1103.7
4/2/2021,12:49:17,1208.54,1416.87,9.44,1103.2
4/2/2021,12:49:47,1068.47,1219.07,9.45,1102.8
4/2/2021,12:50:17,979.34,1116.88,9.51,1102.2
4/2/2021,12:50:47,802.09,897.07,9.55,1101.5
4/2/2021,12:51:17,730.37,801.37,9.6,1101.4
4/2/2021,12:51:47,721.25,794.83,9.64,1100.7
4/2/2021,12:52:17,757.79,844.33,9.69,1099.8
4/2/2021,12:52:47,746.01,822.5,9.73,1098.7
4/2/2021,12:53:17,736.24,817.01,9.79,1099.6
4/2/2021,12:53:47,749.96,834.56,9.81,1097.9
4/2/2021,12:54:17,745.09,827.74,9.81,1097.1
4/2/2021,12:54:47,747.27,823.65,9.79,1097.1
4/2/2021,12:55:18,741.66,820.33,9.84,1096
4/2/2021,12:55:48,741.32,817.99,9.88,1095.8
4/2/2021,12:56:18,743.89,821.94,9.82,1095
4/2/2021,12:56:48,742.21,817.33,9.84,1094.3
4/2/2021,12:57:18,742.33,827.52,9.84,1093.5
4/2/2021,12:57:48,744.69,824.81,9.88,1093.1
4/2/2021,12:58:18,752.47,830.45,9.86,1092.3
4/2/2021,12:58:48,752.53,838.14,9.95,1092.3
4/2/2021,12:59:18,762.08,847.9,9.95,1091.8
4/2/2021,12:59:48,776.71,868.8,9.99,1090.7
4/2/2021,13:00:18,771.35,856.55,9.97,1090.1
4/2/2021,13:00:48,781.01,872.88,10.03,1089.5
4/2/2021,13:01:18,777.56,865.65,10.05,1089.1
4/2/2021,13:01:48,818.38,903.49,10.01,1088.5
4/2/2021,13:02:18,827.4,923.98,10.03,1087.5
4/2/2021,13:02:48,824.3,919.01,9.99,1087.2
4/2/2021,13:03:18,807.54,901.29,10.08,1086.7
4/2/2021,13:03:48,859.61,960.56,10.05,1085.1
4/2/2021,13:04:18,871.56,975.57,10.05,1085.4
4/2/2021,13:04:48,916.37,1025.54,10.06,1084.7
4/2/2021,13:05:18,944.94,1070.41,10.05,1083.9
4/2/2021,13:05:48,949.7,1075.18,10.05,1083.9
4/2/2021,13:06:18,964.56,1084,10.05,1083.2
4/2/2021,13:06:48,1003.15,1148.92,9.99,1083.5
4/2/2021,13:07:18,1008.56,1150.76,10.03,1082.1
4/2/2021,13:07:48,967.42,1099.66,10.05,1081.7
4/2/2021,13:08:18,963.31,1096.7,10.05,1081.4
4/2/2021,13:08:48,985.35,1120.81,10.05,1080.5
4/2/2021,13:09:18,1027.53,1176.91,10.01,1079.9
4/2/2021,13:09:48,999.46,1138.49,10.01,1078.7
4/2/2021,13:10:18,977.16,1115.7,10.03,1078.9
4/2/2021,13:10:48,950.56,1079.55,10.1,1078.4
4/2/2021,13:11:18,928.9,1053.34,10.14,1077.2
4/2/2021,13:11:48,995.58,1134.32,10.01,1076.7
4/2/2021,13:12:18,1041.19,1187.89,9.97,1076.4
4/2/2021,13:12:48,1099.61,1249.35,10.03,1075
4/2/2021,13:13:19,1139.01,1321.93,10.01,1075
4/2/2021,13:13:49,1152.83,1329.97,10.03,1074
4/2/2021,13:14:19,1180.87,1359.38,10.05,1073.8
4/2/2021,13:14:49,1161.83,1354.45,10.06,1073.6
4/2/2021,13:15:19,1168.05,1351.24,10.03,1072.6
4/2/2021,13:15:49,1070.02,1231.04,10.05,1072.4
4/2/2021,13:16:19,1020.95,1169.37,10.08,1072.4
4/2/2021,13:16:49,1006.62,1149.39,10.08,1071.2
4/2/2021,13:17:19,936.3,1058.4,10.17,1071.6
4/2/2021,13:17:49,886.48,999.14,10.12,1069.3
4/2/2021,13:18:19,734.27,811.71,10.08,1070
4/2/2021,13:18:49,688.75,772.44,10.1,1068.5
4/2/2021,13:19:19,695.29,766.95,10.1,1068.5
4/2/2021,13:19:49,691.32,763.95,10.06,1067.7
4/2/2021,13:20:19,711.77,787.2,10.03,1067.9
4/2/2021,13:20:49,702.32,774.96,10.08,1066.5
4/2/2021,13:21:19,665.2,728.32,10.08,1066
4/2/2021,13:21:49,566.29,614.72,10.29,1065.5
4/2/2021,13:22:19,650.36,710.78,10.34,1064.9
4/2/2021,13:22:49,734.56,809.45,10.32,1064.8
4/2/2021,13:23:19,803.1,894.44,10.34,1064.6
4/2/2021,13:23:49,886.49,998.74,10.23,1063.6
4/2/2021,13:24:19,941.14,1055.44,10.16,1063
4/2/2021,13:24:49,892.19,1011.37,10.14,1063.2
4/2/2021,13:25:19,987.62,1122.67,10.1,1061.7
4/2/2021,13:25:49,978.57,1104.99,10.14,1062.2
4/2/2021,13:26:19,969.65,1103.26,10.14,1061.5
4/2/2021,13:26:49,938.73,1063.32,10.21,1061.2
4/2/2021,13:27:19,898.76,1019.36,10.19,1059.9
4/2/2021,13:27:49,908.09,1033.47,10.12,1060.2
4/2/2021,13:28:19,922.65,1054.57,10.16,1059.6
4/2/2021,13:28:49,887.91,1003.73,10.12,1058.5
4/2/2021,13:29:19,856.42,965.77,10.16,1058.8
4/2/2021,13:29:49,877.38,984.18,10.12,1057.8
4/2/2021,13:30:19,840.24,943.03,10.12,1057.8
4/2/2021,13:30:49,823.26,920.71,10.12,1057.5
4/2/2021,13:31:20,823.66,925.23,10.08,1056.2
4/2/2021,13:31:50,812.29,911.35,10.08,1056.2
4/2/2021,13:32:20,809.87,903.46,10.1,1056
4/2/2021,13:32:50,808.47,901.26,10.12,1055.6
4/2/2021,13:33:20,819.36,920.56,10.17,1056.2
4/2/2021,13:33:50,806.22,903.84,10.16,1054.9
4/2/2021,13:34:20,811.72,903.04,10.16,1053.9
4/2/2021,13:34:50,722.77,794.22,10.23,1053.8
4/2/2021,13:35:20,759.78,838.66,10.4,1051.7
4/2/2021,13:35:50,810.64,901.84,10.19,1053
4/2/2021,13:36:20,863.97,976.29,10.1,1052.3
4/2/2021,13:36:50,844.81,947.15,10.21,1051.6
4/2/2021,13:37:20,814.27,911.17,10.32,1052
4/2/2021,13:37:50,803.48,891.86,10.38,1049.9
4/2/2021,13:38:20,769.08,851.86,10.6,1050.6
4/2/2021,13:38:50,835.12,933.13,10.56,1049.8
4/2/2021,13:39:20,822.98,910.57,10.53,1049.3
4/2/2021,13:39:50,930.94,1052.77,10.56,1048.3
4/2/2021,13:40:20,820.82,909.76,10.64,1049.5
4/2/2021,13:40:50,719.51,791.19,10.67,1048.1
4/2/2021,13:41:20,741.5,826.95,10.69,1048.9
4/2/2021,13:41:50,662.16,723.13,10.73,1047.2
4/2/2021,13:42:20,703.12,775.05,10.69,1046.6
4/2/2021,13:42:50,653.34,714.61,10.64,1046.3
4/2/2021,13:43:20,815.85,902.5,10.62,1046.2
4/2/2021,13:43:50,949.9,1065.62,10.62,1045.8
4/2/2021,13:44:20,889.26,981.74,10.64,1044.8
4/2/2021,13:44:50,1085.48,1237.2,10.53,1044.1
4/2/2021,13:45:20,1087.1,1247.41,10.53,1044.6
4/2/2021,13:45:50,1167.36,1338.9,10.53,1044.1
4/2/2021,13:46:20,1263.22,1484.57,10.45,1043.5
4/2/2021,13:46:50,1142.66,1323.85,10.51,1042.8
4/2/2021,13:47:20,1126.1,1292.91,10.53,1042.6
4/2/2021,13:47:50,1067.36,1214.3,10.51,1042.6
4/2/2021,13:48:20,1016.24,1163.24,10.62,1042.6
4/2/2021,13:48:51,1173.91,1367.58,10.51,1041.6
4/2/2021,13:49:21,1071.17,1218.5,10.53,1041.1
4/2/2021,13:49:51,1090.34,1257.31,10.53,1041.9
4/2/2021,13:50:21,1144.72,1323.47,10.51,1040.9
4/2/2021,13:50:51,1068.32,1223.74,10.54,1040.7
4/2/2021,13:51:21,1149.2,1334.89,10.54,1040.2
4/2/2021,13:51:51,1241.98,1469.67,10.49,1039.6
4/2/2021,13:52:21,1219.7,1411.29,10.53,1038.2
4/2/2021,13:52:51,1119.18,1279.35,10.54,1039
4/2/2021,13:53:21,1111.74,1291,10.58,1038.8
4/2/2021,13:53:51,1086.8,1248.76,10.64,1038.2
4/2/2021,13:54:21,1177.38,1359.5,10.62,1037.6
4/2/2021,13:54:51,1188.77,1383.25,10.6,1037.6
4/2/2021,13:55:21,1234.14,1418.77,10.6,1037.4
4/2/2021,13:55:51,1218.2,1415.69,10.62,1037.1
4/2/2021,13:56:21,1215.41,1415.81,10.65,1036.5
4/2/2021,13:56:51,1258.69,1477.71,10.65,1035.7
4/2/2021,13:57:21,1246.75,1447.74,10.67,1034.8
4/2/2021,13:57:51,1238.39,1434.89,10.65,1035
4/2/2021,13:58:21,1286.49,1506.59,10.64,1035.5
4/2/2021,13:58:51,1174.24,1361.51,10.67,1034.1
4/2/2021,13:59:21,1191.68,1373.8,10.71,1033.9
4/2/2021,13:59:51,1236.99,1447.79,10.65,1033.3
4/2/2021,14:00:21,1183.91,1367.89,10.69,1032.4
4/2/2021,14:00:51,1274.96,1495.92,10.69,1033.4
4/2/2021,14:01:21,1294.25,1525.37,10.69,1032.4
4/2/2021,14:01:51,1268.77,1489.22,10.71,1032.4
4/2/2021,14:02:21,1283.42,1505.98,10.73,1032.4
4/2/2021,14:02:51,1298.74,1522.38,10.75,1032.7
4/2/2021,14:03:21,1311.99,1545.07,10.69,1031.1
4/2/2021,14:03:51,1271.15,1493.84,10.71,1030.4
4/2/2021,14:04:21,1296.65,1526.64,10.71,1030.9
4/2/2021,14:04:51,1311.78,1551.2,10.73,1030.2
4/2/2021,14:05:21,1272.31,1484.29,10.71,1030
4/2/2021,14:05:51,1274.72,1510.57,10.73,1031
4/2/2021,14:06:21,1209.51,1416.29,10.75,1029.5
4/2/2021,14:06:52,1197.33,1389.17,10.76,1028.8
4/2/2021,14:07:22,1205.29,1404.02,10.75,1029.3
4/2/2021,14:07:52,1287.76,1509.7,10.76,1029.6
4/2/2021,14:08:22,1309.01,1535.03,10.75,1028.5
4/2/2021,14:08:52,1219.93,1419.75,10.75,1027.8
4/2/2021,14:09:22,1296.36,1507.72,10.78,1028.1
4/2/2021,14:09:52,1240.16,1444.72,10.78,1028.6
4/2/2021,14:10:22,1216.96,1412.45,10.8,1027.9
4/2/2021,14:10:52,1195.03,1374.67,10.84,1027
4/2/2021,14:11:22,1199.01,1394.85,10.82,1026.2
4/2/2021,14:11:52,1183.06,1373.15,10.76,1027.1
4/2/2021,14:12:22,1156.45,1329.6,10.87,1025.9
4/2/2021,14:12:52,1196.67,1390.68,10.82,1025.7
4/2/2021,14:13:22,1228.63,1417.98,10.84,1025.5
4/2/2021,14:13:52,1238.06,1444.51,10.86,1025.8
4/2/2021,14:14:22,1240.71,1461.96,10.87,1025.1
4/2/2021,14:14:52,1223.69,1450.59,10.87,1025.1
4/2/2021,14:15:22,1220.06,1402.35,10.87,1025.1
4/2/2021,14:15:52,1178.59,1356.09,10.89,1024.9
4/2/2021,14:16:22,1193.22,1397.83,10.89,1024.9
4/2/2021,14:16:52,1182.31,1378.58,10.89,1024.4
4/2/2021,14:17:22,1157.57,1339.24,10.93,1024.2
4/2/2021,14:17:52,1214.81,1373.53,10.91,1023.5
4/2/2021,14:18:22,1156.39,1284.79,10.93,1023.3
4/2/2021,14:18:52,1189.15,1389.04,10.95,1023.3
4/2/2021,14:19:22,1168.86,1401.19,10.97,1023.1
4/2/2021,14:19:52,1190.89,1410.52,11,1022.4
4/2/2021,14:20:22,1170.01,1339.09,11,1022.7
4/2/2021,14:20:52,1052.86,1179.3,11.02,1022.2
4/2/2021,14:21:22,1146.84,1289.41,11.02,1022
4/2/2021,14:21:52,1074.22,1250.17,11.04,1021.7
4/2/2021,14:22:22,996.09,1148.47,11.06,1021
4/2/2021,14:22:52,-999999.33,-999999.33,11.33,1012
4/2/2021,14:23:22,945.93,1048.08,11.24,1019.9
4/2/2021,14:23:52,1010.02,1127.86,11.09,1020.1
4/2/2021,14:24:22,524.86,565.53,11.11,1019.9
4/2/2021,14:24:53,568.77,617.3,11.13,1020.2
4/2/2021,14:25:23,202.16,207.85,14.3,1018
4/2/2021,14:25:53,279.84,251.53,15.43,1017.2
4/2/2021,14:26:23,142.15,150.08,15.91,1016.6
4/2/2021,14:26:53,146.54,153.54,16.11,1018
4/2/2021,14:27:23,142.75,152.08,16.18,1017.7
4/2/2021,14:27:53,-999999.33,-999999.33,15.75,1015.3
4/2/2021,14:28:23,-882083.7,-880181.03,15.38,1015.1
4/2/2021,14:28:53,-999999.33,-999999.33,15.54,1015.4
4/2/2021,14:29:23,1079.61,1223.57,12.21,1019.1
4/2/2021,14:29:53,1102.37,1270.1,11.59,1018.9
4/2/2021,14:30:23,944.99,1090.22,11.33,1018.9
4/2/2021,14:30:53,1069.23,1225.61,11.28,1017.5
4/2/2021,14:31:23,1099.73,1262.98,11.24,1017.7
4/2/2021,14:31:53,1177.21,1372.89,11.2,1018.4
4/2/2021,14:32:23,809.15,899.61,11.17,1018.1
4/2/2021,14:32:53,1123.74,1282.06,11.17,1016.8
4/2/2021,14:33:23,1084.75,1250.35,11.15,1017
4/2/2021,14:33:53,1155.78,1315.11,11.17,1017.3
4/2/2021,14:34:23,774.11,846.9,11.19,1015.6
4/2/2021,14:34:53,819.03,909.03,11.24,1015.7
4/2/2021,14:35:23,741.39,815.27,11.22,1016.4
4/2/2021,14:35:53,816.6,905.66,11.26,1017.5
4/2/2021,14:36:23,935.35,1045.31,11.22,1015.5
4/2/2021,14:36:53,608.85,670.4,11.22,1022.4
4/2/2021,14:37:23,958.37,1087.26,11.26,1021.9
4/2/2021,14:37:53,1127.31,1295.95,11.28,1021.5
4/2/2021,14:38:23,1013.71,1161.46,11.2,1021.3
4/2/2021,14:38:53,956.24,1091.26,11.22,1021.6
4/2/2021,14:39:23,899.41,997.14,11.24,1021.7
4/2/2021,14:39:53,969.16,1091.6,11.22,1020.6
4/2/2021,14:40:23,1122.51,1276.74,11.19,1020.8
4/2/2021,14:40:53,912.3,1036.13,11.26,1021.2
4/2/2021,14:41:23,1117.84,1241.74,11.22,1019.9
4/2/2021,14:41:53,1080.48,1248.25,11.2,1020.1
4/2/2021,14:42:24,1095.97,1272.04,11.26,1020.2
4/2/2021,14:42:54,1107.97,1253.09,11.24,1020.9
4/2/2021,14:43:24,1073.29,1236.38,11.24,1019.9
4/2/2021,14:43:54,1062.73,1212.8,11.17,1019.8
4/2/2021,14:44:24,1049.81,1187.63,11.22,1020.4
4/2/2021,14:44:54,1035.59,1191.89,11.26,1020.2
4/2/2021,14:45:24,984.89,1115.65,11.26,1018.5
4/2/2021,14:45:54,990.76,1085.74,11.3,1019.8
4/2/2021,14:46:24,955.93,1049.07,11.26,1018.2
4/2/2021,14:46:54,977.69,1082.43,11.26,1019.2
4/2/2021,14:47:24,826.25,912.21,11.24,1018.5
4/2/2021,14:47:54,976.97,1095.26,11.26,1019.5
4/2/2021,14:48:24,817.48,913.7,11.33,1018.6
4/2/2021,14:48:54,887.32,997.41,11.28,1018.3
4/2/2021,14:49:24,956.06,1088.97,11.28,1019.5
