YY/MM/DD,Hour:Min:Sec,r1,r2,MS5803_T,pressure,therm_T
2021/4/2,4:47:10,2444.50,2551.32,8.310739,1229.16,8.754095
2021/4/2,4:52:10,2109.78,2150.70,8.330187,1233.291,8.769515
2021/4/2,4:57:11,2441.57,2602.83,8.330187,1235.843,8.755606
2021/4/2,5:2:12,2665.65,2888.02,8.330187,1239.415,8.751577
2021/4/2,5:7:13,2465.00,2618.17,8.310739,1242.427,8.753995
2021/4/2,5:12:13,2410.61,2620.73,8.330187,1245.539,8.754397
2021/4/2,5:17:14,2437.78,2579.34,8.330187,1249.621,8.755304
2021/4/2,5:22:15,2505.86,2692.88,8.310739,1253.143,8.751577
2021/4/2,5:27:16,2506.31,2704.99,8.330187,1255.745,8.751577
2021/4/2,5:32:16,2635.41,2797.11,8.310739,1260.033,8.751173
2021/4/2,5:37:17,2669.72,2830.80,8.330187,1263.399,8.751577
2021/4/2,5:42:18,2654.47,2843.36,8.310739,1266.922,8.751577
2021/4/2,5:47:19,2591.39,2819.01,8.291289,1271.208,8.747734
2021/4/2,5:52:19,2254.86,2376.88,8.310739,1273.555,8.773764
2021/4/2,5:57:20,2050.53,2146.31,8.330187,1277.688,8.780957
2021/4/2,6:2:21,2078.99,2125.21,8.310739,1281.21,8.773967
2021/4/2,6:7:22,2091.15,2154.22,8.330187,1283.812,8.776094
2021/4/2,6:12:22,2403.78,2531.06,8.310739,1287.078,8.751577
2021/4/2,6:17:23,2408.00,2533.99,8.310739,1289.63,8.751376
2021/4/2,6:22:24,2414.65,2579.23,8.310739,1294.477,8.751577
2021/4/2,6:27:24,2596.90,2787.69,8.291289,1297.998,8.751577
2021/4/2,6:32:25,2704.15,2882.40,8.291289,1301.314,8.745406
2021/4/2,6:37:26,2711.84,2947.61,8.291289,1304.121,8.749149
2021/4/2,6:42:27,2607.09,2817.19,8.271837,1307.385,8.745001
2021/4/2,6:47:27,2897.92,3123.69,8.271837,1311.722,8.722939
2021/4/2,6:52:28,2974.67,3245.08,8.271837,1315.294,8.729404
2021/4/2,6:57:29,766.80,561.97,8.252383,1318.303,8.733957
2021/4/2,7:2:30,130.51,47.05,8.291289,1321.47,8.755404
2021/4/2,7:7:30,110.51,28.97,8.310739,1324.84,8.779337
2021/4/2,7:12:31,76.46, 7.50,8.330187,1328.465,8.817256
2021/4/2,7:17:32,64.08,-1.21,8.349633,1331.069,8.830175
2021/4/2,7:22:33,59.92,-4.52,8.369077,1333.164,8.832397
2021/4/2,7:27:33,60.86,-6.65,8.369077,1335.205,8.833613
2021/4/2,7:32:34,51.27,-12.03,8.369077,1338.267,8.833208
2021/4/2,7:37:35,52.43,-13.73,8.349633,1340.766,8.830276
2021/4/2,7:42:35,48.37,-14.46,8.330187,1342.499,8.817356
2021/4/2,7:47:36,48.87,-15.71,8.330187,1344.03,8.813724
2021/4/2,7:52:37,47.65,-15.32,8.310739,1346.272,8.798265
2021/4/2,7:57:38,45.85,-16.11,8.310739,1347.548,8.792084
2021/4/2,8:2:38,45.10,-16.02,8.291289,1349.025,8.780451
2021/4/2,8:7:39,45.13,-16.69,8.291289,1349.28,8.778424
2021/4/2,8:12:40,44.21,-16.47,8.271837,1349.736,8.759634
2021/4/2,8:17:41,43.51,-17.27,8.271837,1351.012,8.755404
2021/4/2,8:22:41,43.22,-16.29,8.271837,1351.267,8.749454
2021/4/2,8:27:42,42.47,-16.76,8.252383,1349.938,8.741657
2021/4/2,8:32:43,42.49,-17.30,8.252383,1350.193,8.740543
2021/4/2,8:37:44,41.18,-17.44,8.252383,1350.193,8.723747
2021/4/2,8:42:44,41.59,-17.49,8.232928,1350.139,8.719
2021/4/2,8:47:45,42.19,-16.62,8.232928,1348.608,8.715878
2021/4/2,8:52:46,41.50,-17.01,8.213471,1348.81,8.711749
2021/4/2,8:57:46,41.85,-17.06,8.213471,1347.789,8.711145
2021/4/2,9:2:47,41.14,-16.50,8.213471,1346.003,8.711145
2021/4/2,9:7:48,41.17,-16.40,8.213471,1344.728,8.709628
2021/4/2,9:12:49,41.68,-16.69,8.213471,1342.177,8.706998
2021/4/2,9:17:49,42.16,-17.63,8.213471,1339.626,8.70053
2021/4/2,9:22:50,42.14,-17.13,8.213471,1336.565,8.702044
2021/4/2,9:27:51,42.44,-17.64,8.213471,1333.759,8.700732
2021/4/2,9:32:52,41.33,-16.40,8.213471,1330.443,8.704571
2021/4/2,9:37:52,41.47,-15.98,8.232928,1326.414,8.705177
2021/4/2,9:42:53,41.55,-16.47,8.213471,1323.555,8.707706
2021/4/2,9:47:54,42.24,-15.80,8.232928,1320.547,8.712857
2021/4/2,9:52:55,41.73,-15.88,8.232928,1317.485,8.713964
2021/4/2,9:57:55,41.60,-16.30,8.232928,1312.639,8.721626
2021/4/2,10:2:56,43.24,-15.43,8.252383,1308.864,8.737909
2021/4/2,10:7:57,42.70,-15.38,8.252383,1305.292,8.715677
2021/4/2,10:12:57,49.85,-16.33,8.291289,1301.059,8.763562
2021/4/2,10:17:58,57.48,-14.31,8.310739,1297.284,8.790468
2021/4/2,10:22:59,63.78,-8.08,8.330187,1292.488,8.800493
2021/4/2,10:28:0,59.05,-9.37,8.330187,1288.405,8.784706
2021/4/2,10:33:0,91.34, 9.48,8.369077,1283.914,8.832195
2021/4/2,10:38:1,97.48,11.81,8.38852,1278.351,8.833918
2021/4/2,10:43:2,94.36,12.62,8.4274,1274.115,8.876864
2021/4/2,10:48:3,75.54, 2.95,8.4274,1269.266,8.859299
2021/4/2,10:53:3,125.10,29.58,8.485705,1265.078,8.925671
2021/4/2,10:58:4,138.96,42.86,8.505136,1260.023,8.956683
2021/4/2,11:3:5,221.94,103.54,8.56342,1254.557,9.025281
2021/4/2,11:8:6,273.28,151.47,8.602267,1249.296,9.093737
2021/4/2,11:13:6,466.80,306.69,8.660523,1243.827,9.119463
2021/4/2,11:18:7,174.19,70.33,8.679939,1237.748,9.115714
2021/4/2,11:23:8,328.26,180.99,8.738173,1232.022,9.152675
2021/4/2,11:28:9,393.12,223.60,8.757581,1225.175,9.20728
2021/4/2,11:33:9,405.56,286.69,8.776987,1218.839,9.222984
2021/4/2,11:38:10,622.99,452.87,8.835194,1213.364,9.298872
2021/4/2,11:43:11,791.58,612.85,8.912777,1206.403,9.358852
2021/4/2,11:48:11,1459.32,1299.30,8.990331,1200.462,9.438454
2021/4/2,11:53:12,1052.16,879.75,9.029098,1194.424,9.474595
2021/4/2,11:58:13,1050.89,874.37,9.087233,1187.921,9.521118
2021/4/2,12:3:14,550.10,368.99,9.106607,1181.834,9.543191
2021/4/2,12:8:14,1003.17,823.03,9.203454,1174.398,9.619122
2021/4/2,12:13:15,1076.84,896.43,9.24218,1168.1,9.657514
2021/4/2,12:18:16,871.59,687.92,9.280898,1162.055,9.683594
2021/4/2,12:23:17,820.82,617.20,9.338963,1155.033,9.726376
2021/4/2,12:28:17,807.40,623.19,9.416355,1148.822,9.767316
2021/4/2,12:33:18,595.93,429.12,9.474381,1141.539,9.836842
2021/4/2,12:38:19,730.47,560.68,9.513056,1134.978,9.867001
2021/4/2,12:43:20,912.78,731.87,9.532391,1128.372,9.885824
2021/4/2,12:48:20,1578.66,1460.04,9.551723,1122.021,9.881557
2021/4/2,12:53:21,919.15,735.42,9.590383,1114.178,9.946961
2021/4/2,12:58:22,524.79,366.11,9.783572,1108.984,10.16525
2021/4/2,13:3:22,508.82,342.40,9.860797,1102.502,10.24279
2021/4/2,13:8:23,588.17,416.37,9.899398,1096.444,10.24145
2021/4/2,13:13:24,705.01,519.79,9.957287,1090.94,10.36003
2021/4/2,13:18:25,701.99,511.21,9.995869,1084.112,10.33496
2021/4/2,13:23:25,716.39,514.25,10.13085,1079.542,10.49818
2021/4/2,13:28:26,432.30,273.62,10.4198,1073.766,11.03416
2021/4/2,13:33:27,507.47,323.39,10.24648,1069.547,10.57364
2021/4/2,13:38:28,604.45,416.38,10.15013,1064.727,10.46249
2021/4/2,13:43:28,471.83,317.40,10.43905,1060.224,10.84121
2021/4/2,13:48:29,471.88,297.15,10.70833,1056.185,11.09484
2021/4/2,13:53:30,869.80,649.53,10.5545,1051.755,10.87749
2021/4/2,13:58:31,759.59,548.27,10.63143,1047.816,10.93801
2021/4/2,14:3:31,883.47,662.11,10.72756,1044.429,10.97098
2021/4/2,14:8:32,888.50,676.93,10.80442,1040.743,11.06871
2021/4/2,14:13:33,871.03,657.61,10.82363,1038.219,11.11342
2021/4/2,14:18:34,816.47,601.96,10.88126,1035.004,11.21473
2021/4/2,14:23:34,767.01,548.39,10.95806,1032.086,11.29687
2021/4/2,14:28:35,766.35,538.19,11.09241,1030.569,11.37202
2021/4/2,14:33:36,663.43,438.97,11.07322,1028.219,11.37028
2021/4/2,14:38:36,680.09,449.02,11.16913,1025.081,11.46121
2021/4/2,14:43:37,103.59,36.20,11.51404,1013.976,16.60733
2021/4/2,14:48:38,715.58,498.66,11.22666,1021.605,11.52869
2021/4/2,14:53:39,640.99,396.96,11.265,1019.116,11.52931
2021/4/2,14:58:39,491.93,268.60,11.30333,1019.195,11.60492
2021/4/2,15:3:40,870.29,565.99,11.39914,1017.337,11.51339
2021/4/2,15:8:41,23619.10,50732.52,11.4566,1016.684,11.47729
2021/4/2,15:13:42,23525.00,86649.96,11.53318,1012.73,12.67195
2021/4/2,15:18:42,127.46,27.31,15.68163,1020.135,16.00111
2021/4/2,15:23:43,127.79,32.72,16.01869,1020.041,16.27875
2021/4/2,15:28:44,130.79,36.76,16.07481,1019.895,16.25723
2021/4/2,15:33:45,134.24,38.85,15.98127,1019.965,16.06534
2021/4/2,15:38:45,133.33,39.06,16.13091,1020.009,16.28393
2021/4/2,15:43:46,134.10,37.06,16.11222,1019.971,16.26318
2021/4/2,15:48:47,140.36,37.63,16.05611,1019.858,16.15063
2021/4/2,15:53:47,145.27,38.61,15.96256,1019.668,16.01422
2021/4/2,15:58:48,147.06,39.87,15.88768,1019.775,15.97395
2021/4/2,16:3:49,148.95,42.34,15.47536,1019.716,15.47212
2021/4/2,16:8:50,150.59,43.83,15.2125,1019.7,15.31665
2021/4/2,16:13:50,153.42,44.71,15.08094,1019.692,15.15824
2021/4/2,16:18:51,154.46,44.83,15.02453,1019.577,15.10619
2021/4/2,16:23:52,155.53,45.14,15.00573,1019.539,15.12881
2021/4/2,16:28:53,156.67,42.14,14.91166,1019.607,15.04852
2021/4/2,16:33:53,158.65,44.94,14.87402,1019.271,15.00909
2021/4/2,16:38:54,161.36,45.65,14.64804,1019.329,14.78317
2021/4/2,16:43:55,165.14,46.59,14.34632,1019.232,14.45879
2021/4/2,16:48:55,163.13,47.87,14.47838,1019.759,14.68846
2021/4/2,16:53:56,164.83,45.12,14.79873,1019.377,14.97176
2021/4/2,16:58:57,167.82,44.91,14.79873,1019.636,14.91168
2021/4/2,17:3:58,170.52,46.61,14.7234,1019.741,14.86548
2021/4/2,17:8:58,168.99,43.50,14.64804,1019.588,14.80377
2021/4/2,17:13:59,170.56,45.54,14.5538,1019.654,14.67965
2021/4/2,17:19:0,171.56,44.43,14.44066,1019.683,14.61538
2021/4/2,17:24:1,174.61,47.96,14.25194,1019.557,14.39919
2021/4/2,17:29:1,174.09,47.93,14.15751,1019.622,14.31454
